 workload,recordtype,operation
sharepoint,sharepointcommentoperation,commentdeleted
sharepoint,sharepointcommentoperation,commentedit
sharepoint,sharepointcommentoperation,filecheckedout
sharepoint,sharepointcontentsecuritypolicy,contentsecuritypolicyviolated
sharepoint,sharepointcontenttypeoperation,filecheckedout
sharepoint,sharepointcontenttypeoperation,listcontenttypecreated
sharepoint,sharepointcontenttypeoperation,listcontenttypedeleted
sharepoint,sharepointcontenttypeoperation,listcontenttypeupdated
sharepoint,sharepointcontenttypeoperation,sitecontenttypecreated
sharepoint,sharepointcontenttypeoperation,sitecontenttypedeleted
sharepoint,sharepointcontenttypeoperation,sitecontenttypeupdated
sharepoint,sharepointesignature,esignaturedocumentdownloaded
sharepoint,sharepointesignature,esignaturedocumentsent
sharepoint,sharepointesignature,esignaturedocumentsigned
sharepoint,sharepointesignature,esignaturedocumentviewed
sharepoint,sharepointesignature,esignaturerequestcanceled
sharepoint,sharepointesignature,esignaturerequestcompleted
sharepoint,sharepointesignature,esignaturerequestcreated
sharepoint,sharepointesignature,esignaturerequestdeclined
sharepoint,sharepointesignature,esignaturerequestexpired
sharepoint,sharepointesignature,esignaturerequestsent
sharepoint,sharepointfieldoperation,fileaccessed
sharepoint,sharepointfieldoperation,filecheckedout
sharepoint,sharepointfieldoperation,listcolumncreated
sharepoint,sharepointfieldoperation,listcolumndeleted
sharepoint,sharepointfieldoperation,listcolumnupdated
sharepoint,sharepointfieldoperation,sitecolumncreated
sharepoint,sharepointfieldoperation,sitecolumndeleted
sharepoint,sharepointfieldoperation,sitecolumnupdated
sharepoint,sharepointfileoperation,addedtosharedwithme
sharepoint,sharepointfileoperation,allcommentsdeleted
sharepoint,sharepointfileoperation,approvefordelete
sharepoint,sharepointfileoperation,commentsdisabled
sharepoint,sharepointfileoperation,commentsenabled
sharepoint,sharepointfileoperation,compliancesettingchanged
SharePoint,SharePointFileOperation,CustomThumbnailUploaded
sharepoint,sharepointfileoperation,documentsensitivitymismatchdetected
sharepoint,sharepointfileoperation,documentunderstandingfileclassified
sharepoint,sharepointfileoperation,documentunderstandingmodelcreated
sharepoint,sharepointfileoperation,documentunderstandingmodeldeleted
sharepoint,sharepointfileoperation,documentunderstandingmodelpublished
sharepoint,sharepointfileoperation,documentunderstandingmodelunpublished
sharepoint,sharepointfileoperation,documentunderstandingmodelupdated
sharepoint,sharepointfileoperation,extendretention
sharepoint,sharepointfileoperation,fileaccessed
sharepoint,sharepointfileoperation,fileaccessedextended
sharepoint,sharepointfileoperation,fileaccessedtest
sharepoint,sharepointfileoperation,filearchived
sharepoint,sharepointfileoperation,filecheckedin
sharepoint,sharepointfileoperation,filecheckedout
sharepoint,sharepointfileoperation,filecheckoutdiscarded
sharepoint,sharepointfileoperation,filecopied
sharepoint,sharepointfileoperation,filedeleted
sharepoint,sharepointfileoperation,filedeletedfirststagerecyclebin
sharepoint,sharepointfileoperation,filedeletedsecondstagerecyclebin
sharepoint,sharepointfileoperation,filedownloaded
sharepoint,sharepointfileoperation,filemalwaredetected
sharepoint,sharepointfileoperation,filemalwareinfectionstatereverted
SharePoint,SharePointFileOperation,FileMediaThumbnailSetCreated
SharePoint,SharePointFileOperation,FileMediaThumbnailSourceContentAccessed
sharepoint,sharepointfileoperation,filemodified
sharepoint,sharepointfileoperation,filemodifiedextended
sharepoint,sharepointfileoperation,filemoved
sharepoint,sharepointfileoperation,filepreviewed
sharepoint,sharepointfileoperation,filerecycled
sharepoint,sharepointfileoperation,filerenamed
sharepoint,sharepointfileoperation,filerestored
sharepoint,sharepointfileoperation,filesensitivitylabelapplied
SharePoint,SharePointFileOperation,FileSensitivityLabelApplyFailed
sharepoint,sharepointfileoperation,filesensitivitylabelchanged
SharePoint,SharePointFileOperation,FileSensitivityLabelChangeFailed
sharepoint,sharepointfileoperation,filesensitivitylabelremoved
SharePoint,SharePointFileOperation,FileSensitivityLabelRemoveFailed
sharepoint,sharepointfileoperation,filesyncdownloadedfull
sharepoint,sharepointfileoperation,filesyncdownloadedpartial
sharepoint,sharepointfileoperation,filesyncuploadedfull
SharePoint,SharePointFileOperation,FileTimelineMetadataAccessed
SharePoint,SharePointFileOperation,FileTimelineMetadataEdited
SharePoint,SharePointFileOperation,FileTranscriptContentAccessed
SharePoint,SharePointFileOperation,FileTranscriptContentEdited
sharepoint,sharepointfileoperation,filetranscriptrequested
sharepoint,sharepointfileoperation,fileunarchived
sharepoint,sharepointfileoperation,fileunarchiverequested
sharepoint,sharepointfileoperation,fileuploaded
SharePoint,SharePointFileOperation,FileUploadedPartial
sharepoint,sharepointfileoperation,fileversiondeleted
sharepoint,sharepointfileoperation,fileversionrecycled
sharepoint,sharepointfileoperation,fileversionsalldeleted
sharepoint,sharepointfileoperation,fileversionsallminorsrecycled
sharepoint,sharepointfileoperation,fileversionsallrecycled
sharepoint,sharepointfileoperation,foldercopied
sharepoint,sharepointfileoperation,foldercreated
sharepoint,sharepointfileoperation,folderdeleted
sharepoint,sharepointfileoperation,folderdeletedfirststagerecyclebin
sharepoint,sharepointfileoperation,folderdeletedsecondstagerecyclebin
sharepoint,sharepointfileoperation,foldermodified
sharepoint,sharepointfileoperation,foldermoved
sharepoint,sharepointfileoperation,folderrecycled
sharepoint,sharepointfileoperation,folderrenamed
sharepoint,sharepointfileoperation,folderrestored
sharepoint,sharepointfileoperation,reactionadded
sharepoint,sharepointfileoperation,reactiondeleted
sharepoint,sharepointfileoperation,reactionsdisabled
sharepoint,sharepointfileoperation,reactionsenabled
sharepoint,sharepointfileoperation,recorddelete
sharepoint,sharepointfileoperation,recordlocked
sharepoint,sharepointfileoperation,recordunlocked
SharePoint,SharePointFileOperation,ShortcutAdded
sharepoint,sharepointfileoperation,sitedeleted
sharepoint,sharepointfileoperation,tagapplied
sharepoint,sharepointfileoperation,tagunapplied
SharePoint,SharePointFileOperation,TeamsMeetingRecordingUploaded
sharepoint,sharepointfileoperation,videorequested
sharepoint,sharepointfileoperation,wactokenshared
sharepoint,sharepointlistitemoperation,filecheckedout
sharepoint,sharepointlistoperation,fileaccessed
sharepoint,sharepointlistoperation,filepreviewed
sharepoint,sharepointlistoperation,listcreated
sharepoint,sharepointlistoperation,listdeleted
SharePoint,SharePointListOperation,ListIndexCreated
SharePoint,SharePointListOperation,ListIndexDeleted
SharePoint,SharePointListOperation,ListItemApprovalApproved
SharePoint,SharePointListOperation,ListItemApprovalCreated
sharepoint,sharepointlistoperation,listitemcreated
sharepoint,sharepointlistoperation,listitemdeleted
sharepoint,sharepointlistoperation,listitemrecycled
sharepoint,sharepointlistoperation,listitemrestored
sharepoint,sharepointlistoperation,listitemupdated
sharepoint,sharepointlistoperation,listitemviewed
sharepoint,sharepointlistoperation,listrestored
sharepoint,sharepointlistoperation,listupdated
sharepoint,sharepointlistoperation,listviewcreated
sharepoint,sharepointlistoperation,listviewed
sharepoint,sharepointlistoperation,listviewupdated
sharepoint,sharepointsearch,searchqueryinitiatedsharepoint
sharepoint,sharepointsharingoperation,accessrequestapproved
sharepoint,sharepointsharingoperation,accessrequestcreated
sharepoint,sharepointsharingoperation,accessrequestrejected
sharepoint,sharepointsharingoperation,accessrequestupdated
sharepoint,sharepointsharingoperation,addedtogroup
sharepoint,sharepointsharingoperation,addedtosecurelink
SharePoint,SharePointSharingOperation,AddedToSharingLink
sharepoint,sharepointsharingoperation,addressbarlinkdeleted
sharepoint,sharepointsharingoperation,addressbarlinkgenerated
sharepoint,sharepointsharingoperation,addressbarlinkused
sharepoint,sharepointsharingoperation,anonymouslinkcreated
sharepoint,sharepointsharingoperation,anonymouslinkremoved
sharepoint,sharepointsharingoperation,anonymouslinkupdated
sharepoint,sharepointsharingoperation,anonymouslinkused
sharepoint,sharepointsharingoperation,companylinkcreated
sharepoint,sharepointsharingoperation,companylinkremoved
sharepoint,sharepointsharingoperation,companylinkupdated
sharepoint,sharepointsharingoperation,companylinkused
sharepoint,sharepointsharingoperation,fileaccessed
sharepoint,sharepointsharingoperation,filecheckedout
sharepoint,sharepointsharingoperation,filerequestused
sharepoint,sharepointsharingoperation,removedfromgroup
sharepoint,sharepointsharingoperation,removedfromsecurelink
SharePoint,SharePointSharingOperation,RemovedFromSharingLink
sharepoint,sharepointsharingoperation,removedfromsitecollection
sharepoint,sharepointsharingoperation,securelinkcreated
sharepoint,sharepointsharingoperation,securelinkdeleted
sharepoint,sharepointsharingoperation,securelinkupdated
sharepoint,sharepointsharingoperation,securelinkused
sharepoint,sharepointsharingoperation,sharinginheritancebroken
sharepoint,sharepointsharingoperation,sharinginheritancereset
sharepoint,sharepointsharingoperation,sharinginvitationcreated
SharePoint,SharePointSharingOperation,SharingLinkCreated
SharePoint,SharePointSharingOperation,SharingLinkDeleted
SharePoint,SharePointSharingOperation,SharingLinkUpdated
SharePoint,SharePointSharingOperation,SharingLinkUsed
sharepoint,sharepointsharingoperation,sharingrevoked
sharepoint,sharepointsharingoperation,sharingset
sharepoint,sharepointsharingoperation,sitecollectionadminadded
sharepoint,sharepointsharingoperation,sitecollectionadminremoved
sharepoint,sharepointsharingoperation,userexpirationchanged
SharePoint,UnifiedSimulationMatchedItem,UnifiedSimulationRuleMatch
sharepoint,vivaamplifyoutlooksensitivitylabel,vivaamplifyoutlooksensitivitylabelmodified
skypeforbusiness,skypeforbusinesscmdlets,&
skypeforbusiness,skypeforbusinesscmdlets,clear-csonlinetelephonenumberreservation
skypeforbusiness,skypeforbusinesscmdlets,csonlineapplicationinstance
skypeforbusiness,skypeforbusinesscmdlets,disable-csmeetingroom
skypeforbusiness,skypeforbusinesscmdlets,disable-csonlinedialinconferencinguser
skypeforbusiness,skypeforbusinesscmdlets,disable-csonlinesipdomain
skypeforbusiness,skypeforbusinesscmdlets,enable-csmeetingroom
skypeforbusiness,skypeforbusinesscmdlets,enable-csonlinedialinconferencinguser
skypeforbusiness,skypeforbusinesscmdlets,enable-csonlinesipdomain
skypeforbusiness,skypeforbusinesscmdlets,export-csautoattendantholidays
skypeforbusiness,skypeforbusinesscmdlets,export-csconfiguration
skypeforbusiness,skypeforbusinesscmdlets,export-csorganizationalautoattendantholidays
skypeforbusiness,skypeforbusinesscmdlets,find-csgroup
skypeforbusiness,skypeforbusinesscmdlets,find-csonlineapplicationinstance
skypeforbusiness,skypeforbusinesscmdlets,get-csapplicationaccesspolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csapplicationmeetingconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csaudioconferencingprovider
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendant
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendantholidays
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendantstatus
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendantsupportedlanguage
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendantsupportedtimezone
skypeforbusiness,skypeforbusinesscmdlets,get-csautoattendanttenantinformation
skypeforbusiness,skypeforbusinesscmdlets,get-csbroadcastmeetingconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csbroadcastmeetingpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cscalleridpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cscallinglineidentity
skypeforbusiness,skypeforbusinesscmdlets,get-cscallqueue
skypeforbusiness,skypeforbusinesscmdlets,get-csclientpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cscloudmeetingconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-cscloudmeetingpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csconferencingpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csdefaultcatalogapp
skypeforbusiness,skypeforbusinesscmdlets,get-csdialplan
skypeforbusiness,skypeforbusinesscmdlets,get-cseffectivetenantdialplan
skypeforbusiness,skypeforbusinesscmdlets,get-csexternalaccesspolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csexternalusercommunicationpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csflight
skypeforbusiness,skypeforbusinesscmdlets,get-csglobalcatalogapp
skypeforbusiness,skypeforbusinesscmdlets,get-csgraphpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cshostedvoicemailpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cshostingprovider
skypeforbusiness,skypeforbusinesscmdlets,get-cshuntgroup
skypeforbusiness,skypeforbusinesscmdlets,get-cshuntgrouptenantinformation
skypeforbusiness,skypeforbusinesscmdlets,get-cshybridmediationserver
skypeforbusiness,skypeforbusinesscmdlets,get-cshybridpstnappliance
skypeforbusiness,skypeforbusinesscmdlets,get-cshybridpstnsite
skypeforbusiness,skypeforbusinesscmdlets,get-csimfilterconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csinboundblockednumberpattern
skypeforbusiness,skypeforbusinesscmdlets,get-csinboundexemptnumberpattern
skypeforbusiness,skypeforbusinesscmdlets,get-csipphonepolicy
skypeforbusiness,skypeforbusinesscmdlets,get-cslocationpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csmeetingconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csmeetingroom
skypeforbusiness,skypeforbusinesscmdlets,get-csmobilitypolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csnetworkconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csoauthconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csoauthserver
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineapplicationendpoint
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineapplicationinstance
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineapplicationinstanceassociation
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineapplicationinstanceassociationstatus
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineaudioconferencingroutingpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencingbridge
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencinglanguagessupported
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencingpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencingservicenumber
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencingtenantconfiguration
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencingtenantsettings
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencinguser
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencinguserinfo
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialinconferencinguserstate
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedialoutpolicy
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedirectorytenant
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedirectorytenantnumbercities
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinedirectoryuser
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineenhancedemergencyservicedisclaimer
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineliscivicaddress
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinelislocation
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinelisport
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinelissubnet
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinelisswitch
skypeforbusiness,skypeforbusinesscmdlets,get-csonlineliswirelessaccesspoint
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinenumberportinorder
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinenumberportoutorderpin
skypeforbusiness,skypeforbusinesscmdlets,get-csonlinepstngateway
